經度,緯度,label
120.72000000000003,25.359999999999996,1
120.75000000000003,25.359999999999996,1
120.78000000000003,25.359999999999996,1
120.81000000000003,25.359999999999996,1
120.84000000000003,25.359999999999996,1
120.87000000000003,25.359999999999996,0
120.90000000000003,25.359999999999996,0
120.93000000000004,25.359999999999996,0
120.96000000000004,25.359999999999996,0
120.99000000000004,25.359999999999996,0
121.02000000000004,25.359999999999996,0
121.05000000000004,25.359999999999996,0
121.08000000000004,25.359999999999996,0
121.11000000000004,25.359999999999996,0
121.14000000000004,25.359999999999996,0
121.17000000000004,25.359999999999996,0
121.20000000000005,25.359999999999996,0
121.23000000000005,25.359999999999996,0
121.26000000000005,25.359999999999996,0
121.29000000000005,25.359999999999996,0
121.32000000000005,25.359999999999996,0
121.35000000000005,25.359999999999996,0
121.38000000000005,25.359999999999996,0
121.41000000000005,25.359999999999996,0
121.44000000000005,25.359999999999996,0
121.47000000000006,25.359999999999996,0
121.50000000000006,25.359999999999996,0
121.53000000000006,25.359999999999996,0
121.56000000000006,25.359999999999996,0
121.59000000000006,25.359999999999996,0
121.62000000000006,25.359999999999996,0
121.65000000000006,25.359999999999996,0
121.68000000000006,25.359999999999996,0
121.71000000000006,25.359999999999996,0
121.74000000000007,25.359999999999996,0
121.77000000000007,25.359999999999996,0
121.80000000000007,25.359999999999996,0
121.83000000000007,25.359999999999996,0
121.86000000000007,25.359999999999996,0
121.89000000000007,25.359999999999996,0
121.92000000000007,25.359999999999996,0
121.95000000000007,25.359999999999996,0
121.98000000000008,25.359999999999996,0
120.0,25.329999999999995,0
120.03,25.329999999999995,0
120.06,25.329999999999995,0
120.09,25.329999999999995,0
120.12,25.329999999999995,0
120.15,25.329999999999995,0
120.18,25.329999999999995,0
120.21000000000001,25.329999999999995,0
120.24000000000001,25.329999999999995,0
120.27000000000001,25.329999999999995,0
120.30000000000001,25.329999999999995,0
120.33000000000001,25.329999999999995,0
120.36000000000001,25.329999999999995,0
120.39000000000001,25.329999999999995,0
120.42000000000002,25.329999999999995,0
120.45000000000002,25.329999999999995,0
120.48000000000002,25.329999999999995,0
120.51000000000002,25.329999999999995,0
120.54000000000002,25.329999999999995,0
120.57000000000002,25.329999999999995,0
120.60000000000002,25.329999999999995,0
120.63000000000002,25.329999999999995,0
120.66000000000003,25.329999999999995,0
120.69000000000003,25.329999999999995,0
120.72000000000003,25.329999999999995,1
120.75000000000003,25.329999999999995,1
120.78000000000003,25.329999999999995,1
120.81000000000003,25.329999999999995,1
120.84000000000003,25.329999999999995,1
120.87000000000003,25.329999999999995,0
120.90000000000003,25.329999999999995,0
120.93000000000004,25.329999999999995,0
120.96000000000004,25.329999999999995,0
120.99000000000004,25.329999999999995,0
121.02000000000004,25.329999999999995,0
121.05000000000004,25.329999999999995,0
121.08000000000004,25.329999999999995,0
121.11000000000004,25.329999999999995,0
121.14000000000004,25.329999999999995,0
121.17000000000004,25.329999999999995,0
121.20000000000005,25.329999999999995,0
121.23000000000005,25.329999999999995,0
121.26000000000005,25.329999999999995,0
121.29000000000005,25.329999999999995,0
121.32000000000005,25.329999999999995,0
121.35000000000005,25.329999999999995,0
121.38000000000005,25.329999999999995,0
121.41000000000005,25.329999999999995,0
121.44000000000005,25.329999999999995,0
121.47000000000006,25.329999999999995,0
121.50000000000006,25.329999999999995,0
121.53000000000006,25.329999999999995,0
121.56000000000006,25.329999999999995,0
121.59000000000006,25.329999999999995,0
121.62000000000006,25.329999999999995,0
121.65000000000006,25.329999999999995,0
121.68000000000006,25.329999999999995,0
121.71000000000006,25.329999999999995,0
121.74000000000007,25.329999999999995,0
121.77000000000007,25.329999999999995,0
121.80000000000007,25.329999999999995,0
121.83000000000007,25.329999999999995,0
121.86000000000007,25.329999999999995,0
121.89000000000007,25.329999999999995,0
121.92000000000007,25.329999999999995,0
121.95000000000007,25.329999999999995,0
121.98000000000008,25.329999999999995,0
120.0,25.299999999999994,0
120.03,25.299999999999994,0
120.06,25.299999999999994,0
120.09,25.299999999999994,0
120.12,25.299999999999994,0
120.15,25.299999999999994,0
120.18,25.299999999999994,0
120.21000000000001,25.299999999999994,0
120.24000000000001,25.299999999999994,0
120.27000000000001,25.299999999999994,0
120.30000000000001,25.299999999999994,0
120.33000000000001,25.299999999999994,0
120.36000000000001,25.299999999999994,0
120.39000000000001,25.299999999999994,0
120.42000000000002,25.299999999999994,0
120.45000000000002,25.299999999999994,0
120.48000000000002,25.299999999999994,0
120.51000000000002,25.299999999999994,0
120.54000000000002,25.299999999999994,0
120.57000000000002,25.299999999999994,0
120.60000000000002,25.299999999999994,0
120.63000000000002,25.299999999999994,0
120.66000000000003,25.299999999999994,0
120.69000000000003,25.299999999999994,0
120.72000000000003,25.299999999999994,1
120.75000000000003,25.299999999999994,1
120.78000000000003,25.299999999999994,1
120.81000000000003,25.299999999999994,1
120.84000000000003,25.299999999999994,1
120.87000000000003,25.299999999999994,1
120.90000000000003,25.299999999999994,0
120.93000000000004,25.299999999999994,0
120.96000000000004,25.299999999999994,0
120.99000000000004,25.299999999999994,0
121.02000000000004,25.299999999999994,0
121.05000000000004,25.299999999999994,0
121.08000000000004,25.299999999999994,0
121.11000000000004,25.299999999999994,0
121.14000000000004,25.299999999999994,0
121.17000000000004,25.299999999999994,0
121.20000000000005,25.299999999999994,0
121.23000000000005,25.299999999999994,0
121.26000000000005,25.299999999999994,0
121.29000000000005,25.299999999999994,0
121.32000000000005,25.299999999999994,0
121.35000000000005,25.299999999999994,0
121.38000000000005,25.299999999999994,0
121.41000000000005,25.299999999999994,0
121.44000000000005,25.299999999999994,0
121.47000000000006,25.299999999999994,0
121.50000000000006,25.299999999999994,0
121.53000000000006,25.299999999999994,0
121.56000000000006,25.299999999999994,1
121.59000000000006,25.299999999999994,0
121.62000000000006,25.299999999999994,0
121.65000000000006,25.299999999999994,0
121.68000000000006,25.299999999999994,0
121.71000000000006,25.299999999999994,0
121.74000000000007,25.299999999999994,0
121.77000000000007,25.299999999999994,0
121.80000000000007,25.299999999999994,0
121.83000000000007,25.299999999999994,0
121.86000000000007,25.299999999999994,0
121.89000000000007,25.299999999999994,0
121.92000000000007,25.299999999999994,0
121.95000000000007,25.299999999999994,0
121.98000000000008,25.299999999999994,0
120.0,25.269999999999992,0
120.03,25.269999999999992,0
120.06,25.269999999999992,0
120.09,25.269999999999992,0
120.12,25.269999999999992,0
120.15,25.269999999999992,0
120.18,25.269999999999992,0
120.21000000000001,25.269999999999992,0
120.24000000000001,25.269999999999992,0
120.27000000000001,25.269999999999992,0
120.30000000000001,25.269999999999992,0
120.33000000000001,25.269999999999992,0
120.36000000000001,25.269999999999992,0
120.39000000000001,25.269999999999992,0
120.42000000000002,25.269999999999992,0
120.45000000000002,25.269999999999992,0
120.48000000000002,25.269999999999992,0
120.51000000000002,25.269999999999992,0
120.54000000000002,25.269999999999992,0
120.57000000000002,25.269999999999992,0
120.60000000000002,25.269999999999992,0
120.63000000000002,25.269999999999992,0
120.66000000000003,25.269999999999992,0
120.69000000000003,25.269999999999992,0
120.72000000000003,25.269999999999992,1
120.75000000000003,25.269999999999992,1
120.78000000000003,25.269999999999992,1
120.81000000000003,25.269999999999992,1
120.84000000000003,25.269999999999992,1
120.87000000000003,25.269999999999992,1
120.90000000000003,25.269999999999992,0
120.93000000000004,25.269999999999992,0
120.96000000000004,25.269999999999992,0
120.99000000000004,25.269999999999992,0
121.02000000000004,25.269999999999992,0
121.05000000000004,25.269999999999992,0
121.08000000000004,25.269999999999992,0
121.11000000000004,25.269999999999992,0
121.14000000000004,25.269999999999992,0
121.17000000000004,25.269999999999992,0
121.20000000000005,25.269999999999992,0
121.23000000000005,25.269999999999992,0
121.26000000000005,25.269999999999992,0
121.29000000000005,25.269999999999992,0
121.32000000000005,25.269999999999992,0
121.35000000000005,25.269999999999992,0
121.38000000000005,25.269999999999992,0
121.41000000000005,25.269999999999992,0
121.44000000000005,25.269999999999992,0
121.47000000000006,25.269999999999992,0
121.50000000000006,25.269999999999992,0
121.53000000000006,25.269999999999992,1
121.56000000000006,25.269999999999992,0
121.59000000000006,25.269999999999992,0
121.62000000000006,25.269999999999992,0
121.65000000000006,25.269999999999992,0
121.68000000000006,25.269999999999992,0
121.71000000000006,25.269999999999992,0
121.74000000000007,25.269999999999992,0
121.77000000000007,25.269999999999992,0
121.80000000000007,25.269999999999992,0
121.83000000000007,25.269999999999992,0
121.86000000000007,25.269999999999992,0
121.89000000000007,25.269999999999992,0
121.92000000000007,25.269999999999992,0
121.95000000000007,25.269999999999992,0
121.98000000000008,25.269999999999992,0
120.0,25.23999999999999,0
120.03,25.23999999999999,0
120.06,25.23999999999999,0
120.09,25.23999999999999,0
120.12,25.23999999999999,0
120.15,25.23999999999999,0
120.18,25.23999999999999,0
120.21000000000001,25.23999999999999,0
120.24000000000001,25.23999999999999,0
120.27000000000001,25.23999999999999,0
120.30000000000001,25.23999999999999,0
120.33000000000001,25.23999999999999,0
120.36000000000001,25.23999999999999,0
120.39000000000001,25.23999999999999,0
120.42000000000002,25.23999999999999,0
120.45000000000002,25.23999999999999,0
120.48000000000002,25.23999999999999,0
120.51000000000002,25.23999999999999,0
120.54000000000002,25.23999999999999,0
120.57000000000002,25.23999999999999,0
120.60000000000002,25.23999999999999,0
120.63000000000002,25.23999999999999,0
120.66000000000003,25.23999999999999,0
120.69000000000003,25.23999999999999,0
120.72000000000003,25.23999999999999,1
120.75000000000003,25.23999999999999,1
120.78000000000003,25.23999999999999,1
120.81000000000003,25.23999999999999,1
120.84000000000003,25.23999999999999,1
120.87000000000003,25.23999999999999,1
120.90000000000003,25.23999999999999,0
120.93000000000004,25.23999999999999,0
120.96000000000004,25.23999999999999,0
120.99000000000004,25.23999999999999,0
121.02000000000004,25.23999999999999,0
121.05000000000004,25.23999999999999,0
121.08000000000004,25.23999999999999,0
121.11000000000004,25.23999999999999,0
121.14000000000004,25.23999999999999,0
121.17000000000004,25.23999999999999,0
121.20000000000005,25.23999999999999,0
121.23000000000005,25.23999999999999,0
121.26000000000005,25.23999999999999,0
121.29000000000005,25.23999999999999,0
121.32000000000005,25.23999999999999,0
121.35000000000005,25.23999999999999,0
121.38000000000005,25.23999999999999,0
121.41000000000005,25.23999999999999,0
121.44000000000005,25.23999999999999,0
121.47000000000006,25.23999999999999,0
121.50000000000006,25.23999999999999,0
121.53000000000006,25.23999999999999,0
121.56000000000006,25.23999999999999,0
121.59000000000006,25.23999999999999,0
121.62000000000006,25.23999999999999,0
121.65000000000006,25.23999999999999,0
121.68000000000006,25.23999999999999,0
121.71000000000006,25.23999999999999,0
121.74000000000007,25.23999999999999,0
121.77000000000007,25.23999999999999,0
121.80000000000007,25.23999999999999,0
121.83000000000007,25.23999999999999,0
121.86000000000007,25.23999999999999,0
121.89000000000007,25.23999999999999,0
121.92000000000007,25.23999999999999,0
121.95000000000007,25.23999999999999,0
121.98000000000008,25.23999999999999,0
120.0,25.20999999999999,0
120.03,25.20999999999999,0
120.06,25.20999999999999,0
120.09,25.20999999999999,0
120.12,25.20999999999999,0
120.15,25.20999999999999,0
120.18,25.20999999999999,0
120.21000000000001,25.20999999999999,0
120.24000000000001,25.20999999999999,0
120.27000000000001,25.20999999999999,0
120.30000000000001,25.20999999999999,0
120.33000000000001,25.20999999999999,0
120.36000000000001,25.20999999999999,0
120.39000000000001,25.20999999999999,0
120.42000000000002,25.20999999999999,0
120.45000000000002,25.20999999999999,0
120.48000000000002,25.20999999999999,0
120.51000000000002,25.20999999999999,0
120.54000000000002,25.20999999999999,0
120.57000000000002,25.20999999999999,0
120.60000000000002,25.20999999999999,0
120.63000000000002,25.20999999999999,0
120.66000000000003,25.20999999999999,0
120.69000000000003,25.20999999999999,0
120.72000000000003,25.20999999999999,1
120.75000000000003,25.20999999999999,1
120.78000000000003,25.20999999999999,1
120.81000000000003,25.20999999999999,1
120.84000000000003,25.20999999999999,1
120.87000000000003,25.20999999999999,1
120.90000000000003,25.20999999999999,0
120.93000000000004,25.20999999999999,0
120.96000000000004,25.20999999999999,0
120.99000000000004,25.20999999999999,0
121.02000000000004,25.20999999999999,0
121.05000000000004,25.20999999999999,0
121.08000000000004,25.20999999999999,0
121.11000000000004,25.20999999999999,0
121.14000000000004,25.20999999999999,0
121.17000000000004,25.20999999999999,0
121.20000000000005,25.20999999999999,0
121.23000000000005,25.20999999999999,0
121.26000000000005,25.20999999999999,0
121.29000000000005,25.20999999999999,0
121.32000000000005,25.20999999999999,0
121.35000000000005,25.20999999999999,0
121.38000000000005,25.20999999999999,0
121.41000000000005,25.20999999999999,0
121.44000000000005,25.20999999999999,0
121.47000000000006,25.20999999999999,0
121.50000000000006,25.20999999999999,0
121.53000000000006,25.20999999999999,0
121.56000000000006,25.20999999999999,0
121.59000000000006,25.20999999999999,0
121.62000000000006,25.20999999999999,0
121.65000000000006,25.20999999999999,0
121.68000000000006,25.20999999999999,0
121.71000000000006,25.20999999999999,0
121.74000000000007,25.20999999999999,0
121.77000000000007,25.20999999999999,0
121.80000000000007,25.20999999999999,0
121.83000000000007,25.20999999999999,0
121.86000000000007,25.20999999999999,0
121.89000000000007,25.20999999999999,0
121.92000000000007,25.20999999999999,0
121.95000000000007,25.20999999999999,0
121.98000000000008,25.20999999999999,0
120.0,25.17999999999999,0
120.03,25.17999999999999,0
120.06,25.17999999999999,0
120.09,25.17999999999999,0
120.12,25.17999999999999,0
120.15,25.17999999999999,0
120.18,25.17999999999999,0
120.21000000000001,25.17999999999999,0
120.24000000000001,25.17999999999999,0
120.27000000000001,25.17999999999999,0
120.30000000000001,25.17999999999999,0
120.33000000000001,25.17999999999999,0
120.36000000000001,25.17999999999999,0
120.39000000000001,25.17999999999999,0
120.42000000000002,25.17999999999999,0
120.45000000000002,25.17999999999999,0
120.48000000000002,25.17999999999999,0
120.51000000000002,25.17999999999999,0
120.54000000000002,25.17999999999999,0
120.57000000000002,25.17999999999999,0
120.60000000000002,25.17999999999999,0
120.63000000000002,25.17999999999999,0
120.66000000000003,25.17999999999999,0
120.69000000000003,25.17999999999999,0
120.72000000000003,25.17999999999999,1
120.75000000000003,25.17999999999999,1
120.78000000000003,25.17999999999999,1
120.81000000000003,25.17999999999999,1
120.84000000000003,25.17999999999999,1
120.87000000000003,25.17999999999999,1
120.90000000000003,25.17999999999999,0
120.93000000000004,25.17999999999999,0
120.96000000000004,25.17999999999999,0
120.99000000000004,25.17999999999999,0
121.02000000000004,25.17999999999999,0
121.05000000000004,25.17999999999999,0
121.08000000000004,25.17999999999999,0
121.11000000000004,25.17999999999999,0
121.14000000000004,25.17999999999999,0
121.17000000000004,25.17999999999999,0
121.20000000000005,25.17999999999999,0
121.23000000000005,25.17999999999999,0
121.26000000000005,25.17999999999999,0
121.29000000000005,25.17999999999999,0
121.32000000000005,25.17999999999999,0
121.35000000000005,25.17999999999999,0
121.38000000000005,25.17999999999999,0
121.41000000000005,25.17999999999999,0
121.44000000000005,25.17999999999999,0
121.47000000000006,25.17999999999999,0
121.50000000000006,25.17999999999999,0
121.53000000000006,25.17999999999999,0
121.56000000000006,25.17999999999999,0
121.59000000000006,25.17999999999999,0
121.62000000000006,25.17999999999999,0
121.65000000000006,25.17999999999999,0
121.68000000000006,25.17999999999999,0
121.71000000000006,25.17999999999999,0
121.74000000000007,25.17999999999999,0
121.77000000000007,25.17999999999999,0
121.80000000000007,25.17999999999999,0
121.83000000000007,25.17999999999999,0
121.86000000000007,25.17999999999999,0
121.89000000000007,25.17999999999999,0
121.92000000000007,25.17999999999999,0
121.95000000000007,25.17999999999999,0
121.98000000000008,25.17999999999999,0
120.0,25.149999999999988,0
120.03,25.149999999999988,0
120.06,25.149999999999988,0
120.09,25.149999999999988,0
120.12,25.149999999999988,0
120.15,25.149999999999988,0
120.18,25.149999999999988,0
120.21000000000001,25.149999999999988,0
120.24000000000001,25.149999999999988,0
120.27000000000001,25.149999999999988,0
120.30000000000001,25.149999999999988,0
120.33000000000001,25.149999999999988,0
120.36000000000001,25.149999999999988,0
120.39000000000001,25.149999999999988,0
120.42000000000002,25.149999999999988,0
120.45000000000002,25.149999999999988,0
120.48000000000002,25.149999999999988,0
120.51000000000002,25.149999999999988,0
120.54000000000002,25.149999999999988,0
120.57000000000002,25.149999999999988,0
120.60000000000002,25.149999999999988,0
120.63000000000002,25.149999999999988,0
120.66000000000003,25.149999999999988,0
120.69000000000003,25.149999999999988,0
120.72000000000003,25.149999999999988,1
120.75000000000003,25.149999999999988,1
120.78000000000003,25.149999999999988,1
120.81000000000003,25.149999999999988,1
120.84000000000003,25.149999999999988,1
120.87000000000003,25.149999999999988,1
120.90000000000003,25.149999999999988,0
120.93000000000004,25.149999999999988,0
120.96000000000004,25.149999999999988,0
120.99000000000004,25.149999999999988,0
121.02000000000004,25.149999999999988,0
121.05000000000004,25.149999999999988,0
121.08000000000004,25.149999999999988,0
121.11000000000004,25.149999999999988,0
121.14000000000004,25.149999999999988,0
121.17000000000004,25.149999999999988,0
121.20000000000005,25.149999999999988,0
121.23000000000005,25.149999999999988,0
121.26000000000005,25.149999999999988,0
121.29000000000005,25.149999999999988,0
121.32000000000005,25.149999999999988,0
121.35000000000005,25.149999999999988,0
121.38000000000005,25.149999999999988,0
121.41000000000005,25.149999999999988,0
121.44000000000005,25.149999999999988,0
121.47000000000006,25.149999999999988,0
121.50000000000006,25.149999999999988,0
121.53000000000006,25.149999999999988,0
121.56000000000006,25.149999999999988,0
121.59000000000006,25.149999999999988,0
121.62000000000006,25.149999999999988,0
121.65000000000006,25.149999999999988,0
121.68000000000006,25.149999999999988,0
121.71000000000006,25.149999999999988,0
121.74000000000007,25.149999999999988,0
121.77000000000007,25.149999999999988,0
121.80000000000007,25.149999999999988,0
121.83000000000007,25.149999999999988,0
121.86000000000007,25.149999999999988,0
121.89000000000007,25.149999999999988,0
121.92000000000007,25.149999999999988,0
121.95000000000007,25.149999999999988,0
121.98000000000008,25.149999999999988,0
120.0,25.119999999999987,0
120.03,25.119999999999987,0
120.06,25.119999999999987,0
120.09,25.119999999999987,0
120.12,25.119999999999987,0
120.15,25.119999999999987,0
120.18,25.119999999999987,0
120.21000000000001,25.119999999999987,0
120.24000000000001,25.119999999999987,0
120.27000000000001,25.119999999999987,0
120.30000000000001,25.119999999999987,0
120.33000000000001,25.119999999999987,0
120.36000000000001,25.119999999999987,0
120.39000000000001,25.119999999999987,0
120.42000000000002,25.119999999999987,0
120.45000000000002,25.119999999999987,0
120.48000000000002,25.119999999999987,0
120.51000000000002,25.119999999999987,0
120.54000000000002,25.119999999999987,0
120.57000000000002,25.119999999999987,0
120.60000000000002,25.119999999999987,0
120.63000000000002,25.119999999999987,0
120.66000000000003,25.119999999999987,0
120.69000000000003,25.119999999999987,0
120.72000000000003,25.119999999999987,1
120.75000000000003,25.119999999999987,1
120.78000000000003,25.119999999999987,1
120.81000000000003,25.119999999999987,1
120.84000000000003,25.119999999999987,1
120.87000000000003,25.119999999999987,1
120.90000000000003,25.119999999999987,0
120.93000000000004,25.119999999999987,0
120.96000000000004,25.119999999999987,0
120.99000000000004,25.119999999999987,0
121.02000000000004,25.119999999999987,0
121.05000000000004,25.119999999999987,0
121.08000000000004,25.119999999999987,0
121.11000000000004,25.119999999999987,0
121.14000000000004,25.119999999999987,0
121.17000000000004,25.119999999999987,0
121.20000000000005,25.119999999999987,0
121.23000000000005,25.119999999999987,0
121.26000000000005,25.119999999999987,0
121.29000000000005,25.119999999999987,0
121.32000000000005,25.119999999999987,0
121.35000000000005,25.119999999999987,0
121.38000000000005,25.119999999999987,0
121.41000000000005,25.119999999999987,0
121.44000000000005,25.119999999999987,0
121.47000000000006,25.119999999999987,0
121.50000000000006,25.119999999999987,0
121.53000000000006,25.119999999999987,0
121.56000000000006,25.119999999999987,0
121.59000000000006,25.119999999999987,0
121.62000000000006,25.119999999999987,0
121.65000000000006,25.119999999999987,0
121.68000000000006,25.119999999999987,0
121.71000000000006,25.119999999999987,0
121.74000000000007,25.119999999999987,0
121.77000000000007,25.119999999999987,0
121.80000000000007,25.119999999999987,0
121.83000000000007,25.119999999999987,0
121.86000000000007,25.119999999999987,0
121.89000000000007,25.119999999999987,0
121.92000000000007,25.119999999999987,0
121.95000000000007,25.119999999999987,0
121.98000000000008,25.119999999999987,0
120.0,25.089999999999986,0
120.03,25.089999999999986,0
120.06,25.089999999999986,0
120.09,25.089999999999986,0
120.12,25.089999999999986,0
120.15,25.089999999999986,0
120.18,25.089999999999986,0
